CaseID,Activity,CompleteTimestamp
15,a2,2016-01-01 17:04:16
15,a3,2016-01-01 17:05:29
15,a4,2016-01-02 15:29:33
15,a5,2016-01-02 15:31:45
15,a6,2016-01-02 15:31:47
15,a7,2016-01-02 15:34:40
15,a14,2016-01-02 15:34:40
15,a8,2016-01-02 15:34:40
15,a9,2016-01-11 11:00:37
15,a10,2016-01-11 11:00:55
15,a11,2016-01-11 12:57:26
15,a9,2016-01-11 15:20:27
15,a17,2016-01-12 08:31:24
15,a11,2016-01-12 08:31:24
15,a9,2016-01-12 10:58:18
15,a12,2016-01-12 12:56:49
15,a13,2016-01-12 12:56:49
15,a17,2016-01-12 12:56:49
16,a1,2016-01-01 17:06:50
16,a2,2016-01-01 17:06:50
16,a3,2016-01-01 17:08:20
16,a4,2016-01-02 15:47:16
16,a5,2016-01-02 15:52:19
16,a6,2016-01-02 15:52:20
16,a7,2016-01-02 15:59:33
16,a14,2016-01-02 15:59:33
16,a8,2016-01-02 15:59:33
16,a20,2016-02-02 07:00:21
16,a18,2016-02-02 07:00:21
17,a1,2016-01-01 17:58:26
17,a2,2016-01-01 17:58:26
17,a19,2016-01-02 09:39:26
17,a3,2016-01-02 09:39:26
17,a4,2016-01-04 08:30:58
17,a5,2016-01-04 08:34:17
17,a6,2016-01-04 08:34:19
17,a7,2016-01-04 08:34:37
17,a14,2016-01-04 08:34:37
17,a8,2016-01-04 08:34:37
17,a9,2016-01-08 09:59:14
17,a10,2016-01-08 09:59:28
17,a15,2016-01-11 13:19:39
17,a16,2016-01-11 13:19:39
17,a17,2016-01-11 13:19:39
18,a1,2016-01-01 19:13:17
18,a2,2016-01-01 19:13:17
18,a3,2016-01-01 19:13:53
18,a4,2016-01-04 08:13:22
18,a5,2016-01-04 08:17:42
18,a6,2016-01-04 08:17:43
18,a7,2016-01-04 08:29:34
18,a14,2016-01-04 08:29:34
18,a8,2016-01-04 08:29:34
18,a20,2016-01-08 09:59:40
18,a18,2016-01-08 09:59:40
19,a1,2016-01-01 19:18:43
19,a2,2016-01-01 19:18:44
19,a3,2016-01-01 19:19:56
19,a4,2016-01-02 15:34:21
19,a5,2016-01-02 15:40:18
19,a6,2016-01-02 15:40:19
19,a7,2016-01-02 15:40:31
19,a8,2016-01-02 15:40:31
19,a20,2016-02-02 07:00:27
19,a18,2016-02-02 07:00:27
20,a1,2016-01-01 21:14:25
20,a2,2016-01-01 21:14:25
20,a3,2016-01-01 21:16:02
20,a4,2016-01-04 08:08:23
20,a5,2016-01-04 08:10:26
20,a6,2016-01-04 08:10:28
20,a7,2016-01-04 08:11:25
20,a14,2016-01-04 08:11:25
20,a8,2016-01-04 08:11:25
20,a9,2016-01-14 08:20:44
20,a10,2016-01-14 08:21:28
20,a12,2016-01-14 14:38:04
20,a13,2016-01-14 14:38:04
21,a1,2016-01-01 21:24:12
21,a2,2016-01-01 21:24:12
21,a3,2016-01-01 21:25:01
21,a4,2016-01-06 08:47:28
21,a5,2016-01-06 08:57:43
21,a6,2016-01-06 08:57:44
21,a7,2016-01-06 08:58:00
21,a8,2016-01-06 08:58:00
21,a9,2016-01-22 10:00:59
21,a10,2016-01-22 10:03:54
21,a11,2016-01-25 11:47:40
21,a12,2016-02-22 10:14:16
21,a13,2016-02-22 10:14:16
22,a1,2016-01-01 21:57:30
22,a2,2016-01-01 21:57:30
22,a3,2016-01-01 21:58:53
22,a4,2016-01-04 08:24:43
22,a5,2016-01-04 08:29:35
22,a6,2016-01-04 08:29:36
22,a5,2016-01-04 08:30:35
22,a6,2016-01-04 08:30:36
22,a7,2016-01-04 08:30:54
22,a7,2016-01-04 08:30:54
22,a14,2016-01-04 08:30:54
22,a8,2016-01-04 08:30:54
22,a9,2016-01-13 10:24:28
22,a10,2016-01-13 10:26:28
22,a11,2016-01-13 11:45:42
22,a12,2016-01-22 07:55:33
22,a13,2016-01-22 07:55:33
22,a18,2016-01-22 07:55:33
23,a1,2016-01-02 01:08:49
23,a2,2016-01-02 01:08:49
23,a19,2016-01-02 09:43:10
23,a3,2016-01-02 09:43:10
23,a4,2016-01-06 17:40:00
23,a5,2016-01-06 17:46:39
23,a6,2016-01-06 17:46:40
23,a5,2016-01-06 17:47:05
23,a6,2016-01-06 17:47:06
23,a7,2016-01-06 17:48:10
23,a7,2016-01-06 17:48:10
23,a14,2016-01-06 17:48:10
23,a8,2016-01-06 17:48:10
23,a5,2016-01-12 14:56:28
23,a6,2016-01-12 14:56:29
23,a7,2016-01-12 14:56:42
23,a9,2016-01-22 09:13:44
23,a10,2016-01-22 09:13:52
23,a15,2016-01-25 10:13:22
23,a16,2016-01-25 10:13:22
23,a16,2016-01-25 10:13:22
23,a16,2016-01-25 10:13:22
23,a17,2016-01-25 10:13:22
24,a1,2016-01-02 08:57:01
24,a2,2016-01-02 08:57:01
24,a3,2016-01-02 08:58:40
24,a4,2016-01-04 08:56:03
24,a5,2016-01-04 09:01:49
24,a6,2016-01-04 09:01:50
24,a7,2016-01-04 09:02:07
24,a14,2016-01-04 09:02:07
24,a8,2016-01-04 09:02:07
24,a9,2016-01-13 08:24:49
24,a10,2016-01-13 08:28:52
24,a11,2016-01-13 09:53:58
24,a12,2016-01-13 12:28:00
24,a13,2016-01-13 12:28:00
25,a1,2016-01-02 08:57:03
25,a2,2016-01-02 08:57:03
25,a3,2016-01-02 08:59:10
25,a4,2016-01-04 08:09:27
25,a5,2016-01-04 08:17:48
25,a6,2016-01-04 08:17:49
25,a7,2016-01-04 08:18:10
25,a14,2016-01-04 08:18:10
25,a8,2016-01-04 08:18:10
25,a9,2016-01-08 08:36:00
25,a10,2016-01-08 08:36:50
25,a15,2016-01-11 09:39:35
25,a16,2016-01-11 09:39:35
26,a1,2016-01-02 09:12:07
26,a3,2016-01-02 09:12:07
26,a4,2016-01-02 09:15:31
26,a5,2016-01-02 09:17:05
26,a6,2016-01-02 09:17:08
26,a21,2016-01-02 09:19:21
26,a14,2016-01-02 09:19:21
26,a8,2016-01-02 09:19:21
26,a18,2016-01-02 09:21:26
26,a5,2016-01-02 09:21:42
26,a6,2016-01-02 09:21:43
26,a7,2016-01-02 09:22:09
26,a5,2016-01-02 09:26:43
26,a6,2016-01-02 09:26:44
26,a7,2016-01-02 09:26:57
26,a5,2016-01-29 09:38:52
26,a6,2016-01-29 09:38:54
26,a7,2016-01-29 09:39:08
26,a20,2016-02-29 07:01:05
26,a18,2016-02-29 07:01:05
26,a18,2016-02-29 07:01:05
26,a18,2016-02-29 07:01:05
27,a1,2016-01-02 09:24:04
27,a2,2016-01-02 09:24:04
27,a3,2016-01-02 09:24:52
27,a4,2016-01-04 08:51:17
27,a5,2016-01-04 08:53:16
27,a6,2016-01-04 08:53:18
27,a7,2016-01-04 08:55:52
27,a8,2016-01-04 08:55:52
27,a20,2016-01-07 13:32:04
27,a18,2016-01-07 13:32:04
28,a1,2016-01-02 09:27:03
28,a2,2016-01-02 09:27:03
28,a3,2016-01-02 09:27:42
28,a4,2016-01-04 11:17:02
28,a5,2016-01-04 11:22:56
28,a6,2016-01-04 11:22:58
28,a7,2016-01-04 11:23:28
28,a8,2016-01-04 11:23:28
28,a5,2016-01-05 17:13:34
28,a6,2016-01-05 17:13:36
28,a7,2016-01-05 17:14:04
28,a5,2016-01-29 09:40:38
28,a6,2016-01-29 09:40:40
28,a7,2016-01-29 09:40:58
28,a20,2016-02-29 07:01:06
28,a18,2016-02-29 07:01:06
28,a18,2016-02-29 07:01:06
28,a18,2016-02-29 07:01:06
29,a1,2016-01-02 09:33:11
29,a2,2016-01-02 09:33:11
29,a19,2016-01-02 09:46:40
29,a3,2016-01-02 09:46:40
29,a4,2016-01-13 15:22:17
29,a5,2016-01-13 15:24:05
29,a6,2016-01-13 15:24:06
29,a7,2016-01-13 15:42:06
29,a8,2016-01-13 15:42:06
29,a5,2016-01-27 17:39:04
29,a6,2016-01-27 17:39:05
29,a7,2016-01-27 17:41:10
29,a20,2016-02-27 07:15:58
29,a18,2016-02-27 07:15:59
29,a18,2016-02-27 07:15:59
30,a1,2016-01-02 10:15:48
30,a2,2016-01-02 10:15:48
30,a3,2016-01-02 10:16:53
30,a4,2016-01-04 08:38:25
30,a5,2016-01-04 08:42:28
30,a6,2016-01-04 08:42:29
30,a5,2016-01-04 08:42:50
30,a6,2016-01-04 08:42:51
30,a7,2016-01-04 08:43:45
30,a7,2016-01-04 08:43:45
30,a14,2016-01-04 08:43:45
30,a8,2016-01-04 08:43:45
30,a5,2016-01-29 09:42:10
30,a6,2016-01-29 09:42:12
30,a7,2016-01-29 09:42:26
30,a20,2016-02-01 19:18:40
30,a18,2016-02-01 19:18:40
30,a18,2016-02-01 19:18:40
30,a18,2016-02-01 19:18:40
31,a1,2016-01-02 10:26:22
31,a3,2016-01-02 10:26:22
31,a4,2016-01-02 10:32:05
31,a5,2016-01-02 10:35:08
31,a6,2016-01-02 10:35:10
31,a5,2016-01-02 10:35:27
31,a6,2016-01-02 10:35:28
31,a7,2016-01-02 10:37:43
31,a7,2016-01-02 10:37:43
31,a14,2016-01-02 10:37:43
31,a8,2016-01-02 10:37:43
31,a9,2016-01-21 13:36:34
31,a10,2016-01-21 13:36:43
31,a17,2016-01-22 09:38:51
31,a11,2016-01-22 09:38:51
31,a9,2016-01-25 10:33:17
31,a12,2016-01-27 09:56:56
31,a13,2016-01-27 09:56:56
31,a17,2016-01-27 09:56:56
31,a18,2016-01-27 09:56:56
32,a1,2016-01-02 11:06:39
32,a2,2016-01-02 11:06:39
32,a3,2016-01-02 11:07:48
32,a4,2016-01-04 11:55:35
32,a5,2016-01-04 11:57:23
32,a6,2016-01-04 11:57:24
32,a7,2016-01-04 12:07:47
32,a8,2016-01-04 12:07:47
32,a5,2016-01-05 16:37:53
32,a6,2016-01-05 16:37:54
32,a7,2016-01-05 16:38:06
32,a5,2016-02-03 10:21:56
32,a6,2016-02-03 10:21:57
32,a21,2016-02-03 10:22:10
32,a9,2016-02-10 10:31:02
32,a10,2016-02-10 10:31:19
32,a17,2016-02-15 13:31:05
32,a11,2016-02-15 13:31:05
32,a22,2016-02-15 13:31:40
32,a9,2016-02-15 13:31:40
32,a17,2016-02-15 13:31:45
32,a11,2016-02-15 13:31:45
32,a9,2016-02-16 15:16:17
32,a12,2016-02-17 15:49:47
32,a13,2016-02-17 15:49:47
32,a17,2016-02-17 15:49:47
32,a18,2016-02-17 15:49:47
32,a18,2016-02-17 15:49:47
33,a1,2016-01-02 11:10:04
33,a3,2016-01-02 11:10:04
33,a4,2016-01-02 11:39:39
33,a5,2016-01-02 11:48:58
33,a6,2016-01-02 11:48:59
33,a18,2016-01-02 12:42:59
33,a5,2016-01-02 12:50:23
33,a6,2016-01-02 12:50:24
33,a7,2016-01-02 12:50:37
33,a8,2016-01-02 12:50:37
33,a5,2016-01-02 13:38:07
33,a6,2016-01-02 13:38:09
33,a7,2016-01-02 13:41:36
33,a18,2016-01-02 13:41:43
33,a9,2016-01-08 12:24:30
33,a17,2016-01-08 12:24:35
33,a11,2016-01-08 12:24:35
33,a10,2016-01-08 13:53:08
33,a9,2016-01-08 13:57:08
33,a12,2016-01-08 16:05:47
33,a13,2016-01-08 16:05:47
34,a1,2016-01-02 11:23:37
34,a2,2016-01-02 11:23:37
34,a3,2016-01-02 11:24:55
34,a4,2016-01-04 10:05:02
34,a5,2016-01-04 10:08:49
34,a6,2016-01-04 10:08:50
34,a7,2016-01-04 10:13:54
34,a8,2016-01-04 10:13:54
34,a9,2016-01-13 09:50:05
34,a10,2016-01-13 09:50:13
34,a12,2016-01-15 11:58:18
34,a13,2016-01-15 11:58:18
35,a1,2016-01-02 11:27:01
35,a2,2016-01-02 11:27:01
35,a3,2016-01-02 11:28:20
35,a4,2016-01-04 08:56:54
35,a5,2016-01-04 09:04:44
35,a6,2016-01-04 09:04:45
35,a7,2016-01-04 09:05:30
35,a8,2016-01-04 09:05:30
35,a5,2016-01-29 09:43:47
35,a6,2016-01-29 09:43:48
35,a7,2016-01-29 09:44:08
35,a20,2016-02-29 07:01:20
35,a18,2016-02-29 07:01:20
35,a18,2016-02-29 07:01:20
36,a1,2016-01-02 11:32:06
36,a2,2016-01-02 11:32:06
36,a3,2016-01-02 11:33:15
36,a4,2016-01-04 12:35:30
36,a5,2016-01-04 12:38:40
36,a6,2016-01-04 12:38:41
36,a7,2016-01-04 12:41:03
36,a14,2016-01-04 12:41:03
36,a8,2016-01-04 12:41:03
36,a5,2016-01-05 16:20:07
36,a6,2016-01-05 16:20:09
36,a7,2016-01-05 16:21:16
36,a9,2016-01-13 13:23:06
36,a10,2016-01-13 13:23:13
36,a11,2016-01-13 14:48:34
36,a9,2016-01-14 12:25:50
36,a15,2016-01-14 15:16:16
36,a16,2016-01-14 15:16:16
36,a16,2016-01-14 15:16:16
37,a1,2016-01-02 12:00:10
37,a2,2016-01-02 12:00:10
37,a3,2016-01-02 12:01:19
37,a4,2016-01-04 19:14:45
37,a5,2016-01-04 19:15:56
37,a6,2016-01-04 19:15:57
37,a7,2016-01-04 19:18:45
37,a8,2016-01-04 19:18:45
37,a9,2016-01-13 12:16:47
37,a10,2016-01-13 12:17:43
37,a11,2016-01-13 13:09:33
37,a9,2016-01-15 11:20:37
37,a11,2016-01-15 12:18:05
37,a9,2016-01-18 09:40:55
37,a12,2016-01-18 12:40:36
37,a13,2016-01-18 12:40:36
38,a1,2016-01-02 12:04:29
38,a2,2016-01-02 12:04:29
38,a3,2016-01-02 12:05:29
38,a4,2016-01-04 09:25:39
38,a5,2016-01-04 09:27:32
38,a6,2016-01-04 09:27:33
38,a21,2016-01-04 09:27:56
38,a14,2016-01-04 09:27:56
38,a8,2016-01-04 09:27:56
38,a5,2016-01-04 09:33:40
38,a6,2016-01-04 09:33:43
38,a7,2016-01-04 09:33:59
38,a5,2016-01-04 09:38:03
38,a6,2016-01-04 09:38:05
38,a7,2016-01-04 09:38:24
38,a18,2016-01-04 09:38:43
38,a9,2016-01-08 12:38:14
38,a10,2016-01-08 12:38:24
38,a11,2016-01-11 09:15:13
38,a9,2016-01-12 08:34:50
38,a12,2016-01-12 10:55:29
38,a13,2016-01-12 10:55:29
38,a18,2016-01-12 10:55:29
39,a1,2016-01-02 12:24:39
39,a3,2016-01-02 12:24:39
39,a4,2016-01-02 12:29:45
39,a5,2016-01-02 12:31:00
39,a6,2016-01-02 12:31:01
39,a7,2016-01-02 12:31:11
39,a14,2016-01-02 12:31:11
39,a8,2016-01-02 12:31:11
39,a9,2016-01-11 08:44:07
39,a10,2016-01-11 08:44:39
39,a12,2016-01-12 12:13:45
39,a13,2016-01-12 12:13:45
39,a17,2016-01-12 12:13:45
40,a1,2016-01-02 12:35:04
40,a3,2016-01-02 12:35:04
40,a4,2016-01-02 12:36:27
40,a5,2016-01-04 09:17:58
40,a6,2016-01-04 09:17:59
40,a7,2016-01-04 09:18:35
40,a8,2016-01-04 09:18:35
40,a9,2016-01-08 08:53:01
40,a10,2016-01-08 08:54:43
40,a12,2016-01-11 10:35:23
40,a13,2016-01-11 10:35:23
41,a1,2016-01-02 12:38:45
41,a3,2016-01-02 12:38:45
41,a4,2016-01-02 12:40:15
41,a5,2016-01-04 11:19:32
41,a6,2016-01-04 11:19:34
41,a7,2016-01-04 11:19:48
41,a8,2016-01-04 11:19:48
41,a5,2016-01-05 17:15:02
41,a6,2016-01-05 17:15:03
41,a7,2016-01-05 17:15:13
41,a9,2016-01-13 09:43:42
41,a10,2016-01-13 09:43:54
41,a17,2016-01-13 10:41:59
41,a11,2016-01-13 10:41:59
41,a9,2016-01-13 15:24:16
41,a12,2016-01-15 08:31:04
41,a13,2016-01-15 08:31:04
41,a17,2016-01-15 08:31:04
41,a18,2016-01-15 08:31:04
42,a1,2016-01-02 12:54:35
42,a3,2016-01-02 12:54:35
42,a4,2016-01-04 09:24:30
42,a5,2016-01-04 09:27:15
42,a6,2016-01-04 09:27:17
42,a7,2016-01-04 09:27:38
42,a14,2016-01-04 09:27:38
42,a8,2016-01-04 09:27:38
42,a20,2016-02-04 07:00:32
42,a18,2016-02-04 07:00:32
43,a1,2016-01-02 13:02:58
43,a3,2016-01-02 13:02:58
43,a4,2016-01-02 14:47:08
43,a5,2016-01-02 14:50:24
43,a6,2016-01-02 14:50:25
43,a5,2016-01-02 14:51:05
43,a6,2016-01-02 14:51:07
43,a18,2016-01-02 14:51:15
43,a7,2016-01-02 14:51:25
43,a14,2016-01-02 14:51:25
43,a8,2016-01-02 14:51:25
43,a18,2016-01-04 16:34:23
43,a5,2016-01-22 18:49:31
43,a6,2016-01-22 18:49:32
43,a7,2016-01-22 18:49:45
43,a18,2016-01-22 18:51:27
43,a5,2016-01-22 18:51:42
43,a6,2016-01-22 18:51:44
43,a7,2016-01-22 18:51:58
43,a9,2016-01-29 07:41:15
43,a10,2016-01-29 07:43:34
43,a11,2016-01-29 09:50:44
43,a9,2016-01-29 10:22:06
43,a17,2016-01-29 10:42:14
43,a11,2016-01-29 10:42:14
43,a5,2016-01-29 11:04:04
43,a6,2016-01-29 11:04:07
43,a21,2016-01-29 11:04:29
43,a5,2016-01-29 15:23:59
43,a6,2016-01-29 15:24:02
43,a21,2016-01-29 15:24:19
43,a10,2016-01-30 11:56:16
43,a9,2016-01-30 11:56:38
43,a12,2016-02-01 08:10:25
43,a13,2016-02-01 08:10:25
43,a18,2016-02-01 08:10:25
43,a18,2016-02-01 08:10:25
44,a1,2016-01-02 13:03:23
44,a3,2016-01-02 13:03:23
44,a4,2016-01-15 10:27:54
44,a5,2016-01-15 10:29:38
44,a6,2016-01-15 10:29:39
44,a7,2016-01-15 10:29:50
44,a8,2016-01-15 10:29:50
44,a9,2016-01-27 09:13:04
44,a10,2016-01-27 09:13:27
44,a17,2016-01-28 07:51:59
44,a11,2016-01-28 07:51:59
44,a9,2016-01-29 10:55:20
44,a12,2016-01-29 12:20:25
44,a13,2016-01-29 12:20:25
44,a17,2016-01-29 12:20:25
45,a1,2016-01-02 13:07:12
45,a3,2016-01-02 13:07:12
45,a4,2016-01-04 09:24:30
45,a5,2016-01-04 09:25:40
45,a6,2016-01-04 09:25:41
45,a7,2016-01-04 09:25:52
45,a14,2016-01-04 09:25:52
45,a8,2016-01-04 09:25:52
45,a9,2016-01-15 11:55:36
45,a10,2016-01-15 11:56:17
45,a12,2016-01-15 14:04:14
45,a13,2016-01-15 14:04:14
46,a1,2016-01-02 13:11:46
46,a3,2016-01-02 13:11:46
46,a4,2016-01-04 16:42:12
46,a5,2016-01-04 16:42:52
46,a6,2016-01-04 16:42:54
46,a7,2016-01-04 16:43:06
46,a8,2016-01-04 16:43:06
46,a9,2016-01-13 10:57:11
46,a10,2016-01-13 10:58:13
46,a11,2016-01-13 12:46:20
46,a9,2016-01-14 15:24:23
46,a12,2016-01-15 08:16:50
46,a13,2016-01-15 08:16:50
47,a1,2016-01-02 13:18:32
47,a3,2016-01-02 13:18:32
47,a4,2016-01-04 09:35:27
47,a5,2016-01-04 09:37:24
47,a6,2016-01-04 09:37:26
47,a7,2016-01-04 09:38:26
47,a8,2016-01-04 09:38:26
47,a9,2016-01-08 08:28:02
47,a10,2016-01-08 08:28:24
47,a11,2016-01-08 13:49:38
47,a9,2016-01-11 13:40:33
47,a12,2016-01-11 14:58:57
47,a13,2016-01-11 14:58:57
48,a1,2016-01-02 13:54:22
48,a3,2016-01-02 13:54:22
48,a4,2016-01-02 14:03:54
48,a5,2016-01-02 14:06:26
48,a6,2016-01-02 14:06:27
48,a7,2016-01-02 14:06:42
48,a14,2016-01-02 14:06:42
48,a8,2016-01-02 14:06:42
48,a9,2016-01-18 08:55:21
48,a10,2016-01-18 08:56:45
48,a11,2016-01-18 13:04:14
48,a12,2016-01-22 07:06:35
48,a13,2016-01-22 07:06:35
49,a1,2016-01-02 14:04:02
49,a3,2016-01-02 14:04:02
49,a4,2016-01-02 14:07:55
49,a5,2016-01-04 18:09:50
49,a6,2016-01-04 18:09:52
49,a7,2016-01-04 18:10:30
49,a8,2016-01-04 18:10:30
49,a9,2016-01-21 10:46:57
49,a10,2016-01-22 13:06:43
49,a12,2016-01-22 13:07:06
49,a13,2016-01-22 13:07:06
49,a17,2016-01-22 13:07:06
50,a1,2016-01-02 14:49:26
50,a2,2016-01-02 14:49:26
50,a3,2016-01-02 14:50:18
